model,word,repeat,raw_response,extracted_probability,timestamp,thread_id,retry_count
deepseek/deepseek-r1-0528:free,Highly Unlikely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:51.485825,Worker-5,3
deepseek/deepseek-r1-0528:free,Highly Unlikely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:52.810202,Worker-14,3
deepseek/deepseek-r1-0528:free,Highly Unlikely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:54.526202,Worker-19,3
deepseek/deepseek-r1-0528:free,Almost No Chance,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:54.766419,Worker-3,3
deepseek/deepseek-r1-0528:free,Almost No Chance,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:54.963677,Worker-15,3
deepseek/deepseek-r1-0528:free,Almost No Chance,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.094546,Worker-1,3
deepseek/deepseek-r1-0528:free,Almost No Chance,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.143569,Worker-18,3
deepseek/deepseek-r1-0528:free,Almost No Chance,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.214099,Worker-9,3
mistralai/devstral-small-2505:free,Almost Certain,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.416593,Worker-20,3
mistralai/devstral-small-2505:free,Almost Certain,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.511753,Worker-8,3
mistralai/devstral-small-2505:free,Almost Certain,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.514845,Worker-16,3
mistralai/devstral-small-2505:free,Almost Certain,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.556293,Worker-11,3
mistralai/devstral-small-2505:free,Highly Likely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.884368,Worker-17,3
mistralai/devstral-small-2505:free,Almost Certain,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:55.939598,Worker-6,3
mistralai/devstral-small-2505:free,Highly Likely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:56.093608,Worker-10,3
mistralai/devstral-small-2505:free,Highly Likely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:56.273233,Worker-2,3
mistralai/devstral-small-2505:free,Highly Likely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:57.515666,Worker-13,3
mistralai/devstral-small-2505:free,Highly Likely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:57.869346,Worker-12,3
mistralai/devstral-small-2505:free,Very Good Chance,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:58.307989,Worker-7,3
mistralai/devstral-small-2505:free,Very Good Chance,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:58.628683,Worker-4,3
mistralai/devstral-small-2505:free,Very Good Chance,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:11:59.797825,Worker-5,3
mistralai/devstral-small-2505:free,Very Good Chance,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:01.050631,Worker-14,3
mistralai/devstral-small-2505:free,Very Good Chance,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:02.910816,Worker-19,3
mistralai/devstral-small-2505:free,We Believe,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.102322,Worker-3,3
mistralai/devstral-small-2505:free,We Believe,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.367004,Worker-15,3
mistralai/devstral-small-2505:free,We Believe,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.379105,Worker-1,3
mistralai/devstral-small-2505:free,We Believe,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.447377,Worker-18,3
mistralai/devstral-small-2505:free,We Believe,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.631504,Worker-9,3
mistralai/devstral-small-2505:free,Likely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.651343,Worker-20,3
mistralai/devstral-small-2505:free,Likely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.695738,Worker-16,3
mistralai/devstral-small-2505:free,Likely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.755612,Worker-8,3
mistralai/devstral-small-2505:free,Likely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:03.824780,Worker-11,3
mistralai/devstral-small-2505:free,Probable,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:04.148498,Worker-6,3
mistralai/devstral-small-2505:free,Likely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:04.235828,Worker-17,3
mistralai/devstral-small-2505:free,Probable,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:04.374389,Worker-10,3
mistralai/devstral-small-2505:free,Probable,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:04.648062,Worker-2,3
mistralai/devstral-small-2505:free,Probable,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:05.804770,Worker-13,3
mistralai/devstral-small-2505:free,Probable,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:06.022982,Worker-12,3
mistralai/devstral-small-2505:free,Probably,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:06.617300,Worker-7,3
mistralai/devstral-small-2505:free,Probably,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:06.908076,Worker-4,3
mistralai/devstral-small-2505:free,Probably,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:08.090076,Worker-5,3
mistralai/devstral-small-2505:free,Probably,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:09.452037,Worker-14,3
mistralai/devstral-small-2505:free,Better than Even,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.277696,Worker-3,3
mistralai/devstral-small-2505:free,Probably,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.356090,Worker-19,3
mistralai/devstral-small-2505:free,Better than Even,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.662590,Worker-15,3
mistralai/devstral-small-2505:free,Better than Even,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.703203,Worker-18,3
mistralai/devstral-small-2505:free,Better than Even,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.751840,Worker-1,3
mistralai/devstral-small-2505:free,About Even,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.905247,Worker-16,3
mistralai/devstral-small-2505:free,About Even,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:11.986004,Worker-20,3
mistralai/devstral-small-2505:free,Better than Even,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.028017,Worker-9,3
mistralai/devstral-small-2505:free,About Even,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.129574,Worker-8,3
mistralai/devstral-small-2505:free,About Even,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.141667,Worker-11,3
mistralai/devstral-small-2505:free,About Even,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.501496,Worker-6,3
mistralai/devstral-small-2505:free,Probably Not,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.613091,Worker-10,3
mistralai/devstral-small-2505:free,Probably Not,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:12.622565,Worker-17,3
mistralai/devstral-small-2505:free,Probably Not,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:13.076892,Worker-2,3
mistralai/devstral-small-2505:free,Probably Not,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:14.077302,Worker-13,3
mistralai/devstral-small-2505:free,Probably Not,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:14.216272,Worker-12,3
mistralai/devstral-small-2505:free,We Doubt,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:14.898125,Worker-7,3
mistralai/devstral-small-2505:free,We Doubt,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:15.285037,Worker-4,3
mistralai/devstral-small-2505:free,We Doubt,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:16.391090,Worker-5,3
mistralai/devstral-small-2505:free,We Doubt,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:18.017454,Worker-14,3
mistralai/devstral-small-2505:free,We Doubt,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:19.687547,Worker-3,3
mistralai/devstral-small-2505:free,Unlikely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:19.773607,Worker-19,3
mistralai/devstral-small-2505:free,Unlikely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:19.919094,Worker-15,3
mistralai/devstral-small-2505:free,Unlikely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.055913,Worker-1,3
mistralai/devstral-small-2505:free,Unlikely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.094364,Worker-18,3
mistralai/devstral-small-2505:free,Unlikely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.196897,Worker-16,3
mistralai/devstral-small-2505:free,Improbable,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.211956,Worker-9,3
mistralai/devstral-small-2505:free,Improbable,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.306692,Worker-20,3
mistralai/devstral-small-2505:free,Improbable,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.472104,Worker-11,3
mistralai/devstral-small-2505:free,Improbable,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.519405,Worker-8,3
mistralai/devstral-small-2505:free,Improbable,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.782344,Worker-6,3
mistralai/devstral-small-2505:free,Chances are Slight,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.893063,Worker-10,3
mistralai/devstral-small-2505:free,Chances are Slight,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:20.914096,Worker-17,3
mistralai/devstral-small-2505:free,Chances are Slight,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:21.362131,Worker-2,3
mistralai/devstral-small-2505:free,Chances are Slight,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:22.233240,Worker-13,3
mistralai/devstral-small-2505:free,Chances are Slight,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:22.589048,Worker-12,3
mistralai/devstral-small-2505:free,Little Chance,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:23.286319,Worker-7,3
mistralai/devstral-small-2505:free,Little Chance,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:23.469513,Worker-4,3
mistralai/devstral-small-2505:free,Little Chance,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:24.781349,Worker-5,3
mistralai/devstral-small-2505:free,Little Chance,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:26.419232,Worker-14,3
mistralai/devstral-small-2505:free,Highly Unlikely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.050300,Worker-19,3
mistralai/devstral-small-2505:free,Little Chance,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.158177,Worker-3,3
mistralai/devstral-small-2505:free,Highly Unlikely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.183312,Worker-15,3
mistralai/devstral-small-2505:free,Almost No Chance,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.464282,Worker-9,3
mistralai/devstral-small-2505:free,Highly Unlikely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.467010,Worker-18,3
mistralai/devstral-small-2505:free,Highly Unlikely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.469280,Worker-1,3
mistralai/devstral-small-2505:free,Highly Unlikely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.493559,Worker-16,3
mistralai/devstral-small-2505:free,Almost No Chance,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.595868,Worker-20,3
mistralai/devstral-small-2505:free,Almost No Chance,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.708338,Worker-11,3
mistralai/devstral-small-2505:free,Almost No Chance,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:28.740835,Worker-8,3
mistralai/devstral-small-2505:free,Almost No Chance,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:29.063774,Worker-6,3
google/gemma-3n-e4b-it:free,Almost Certain,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:29.150828,Worker-10,3
google/gemma-3n-e4b-it:free,Almost Certain,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:29.168057,Worker-17,3
google/gemma-3n-e4b-it:free,Almost Certain,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:29.622117,Worker-2,3
google/gemma-3n-e4b-it:free,Almost Certain,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:30.501545,Worker-13,3
google/gemma-3n-e4b-it:free,Almost Certain,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:30.887229,Worker-12,3
google/gemma-3n-e4b-it:free,Highly Likely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:31.464843,Worker-7,3
google/gemma-3n-e4b-it:free,Highly Likely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:31.746140,Worker-4,3
google/gemma-3n-e4b-it:free,Highly Likely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:33.324718,Worker-5,3
google/gemma-3n-e4b-it:free,Highly Likely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:34.755558,Worker-14,3
google/gemma-3n-e4b-it:free,Highly Likely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.341686,Worker-19,3
google/gemma-3n-e4b-it:free,Very Good Chance,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.407168,Worker-15,3
google/gemma-3n-e4b-it:free,Very Good Chance,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.438036,Worker-3,3
google/gemma-3n-e4b-it:free,Very Good Chance,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.727764,Worker-1,3
google/gemma-3n-e4b-it:free,Very Good Chance,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.770502,Worker-9,3
google/gemma-3n-e4b-it:free,We Believe,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.936822,Worker-20,3
google/gemma-3n-e4b-it:free,We Believe,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.973781,Worker-16,3
google/gemma-3n-e4b-it:free,Very Good Chance,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:36.976896,Worker-18,3
google/gemma-3n-e4b-it:free,We Believe,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.019588,Worker-8,3
google/gemma-3n-e4b-it:free,We Believe,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.074083,Worker-11,3
google/gemma-3n-e4b-it:free,We Believe,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.338651,Worker-6,3
google/gemma-3n-e4b-it:free,Likely,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.459831,Worker-17,3
google/gemma-3n-e4b-it:free,Likely,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.577811,Worker-10,3
google/gemma-3n-e4b-it:free,Likely,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:37.919250,Worker-2,3
google/gemma-3n-e4b-it:free,Likely,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:39.019440,Worker-13,3
google/gemma-3n-e4b-it:free,Likely,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:39.076623,Worker-12,3
google/gemma-3n-e4b-it:free,Probable,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:39.784039,Worker-7,3
google/gemma-3n-e4b-it:free,Probable,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:40.039029,Worker-4,3
google/gemma-3n-e4b-it:free,Probable,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:41.575247,Worker-5,3
google/gemma-3n-e4b-it:free,Probable,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:43.126746,Worker-14,3
google/gemma-3n-e4b-it:free,Probable,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:44.613232,Worker-19,3
google/gemma-3n-e4b-it:free,Probably,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:44.699730,Worker-15,3
google/gemma-3n-e4b-it:free,Probably,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:44.858673,Worker-3,3
google/gemma-3n-e4b-it:free,Probably,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.016259,Worker-9,3
google/gemma-3n-e4b-it:free,Probably,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.065719,Worker-1,3
google/gemma-3n-e4b-it:free,Probably,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.220980,Worker-20,3
google/gemma-3n-e4b-it:free,Better than Even,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.248150,Worker-16,3
google/gemma-3n-e4b-it:free,Better than Even,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.331570,Worker-18,3
google/gemma-3n-e4b-it:free,Better than Even,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.361328,Worker-11,3
google/gemma-3n-e4b-it:free,Better than Even,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.426376,Worker-8,3
google/gemma-3n-e4b-it:free,Better than Even,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.595636,Worker-6,3
google/gemma-3n-e4b-it:free,About Even,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.731971,Worker-17,3
google/gemma-3n-e4b-it:free,About Even,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:45.960196,Worker-10,3
google/gemma-3n-e4b-it:free,About Even,3,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:46.396053,Worker-2,3
google/gemma-3n-e4b-it:free,About Even,4,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:47.300211,Worker-13,3
google/gemma-3n-e4b-it:free,About Even,5,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:47.312561,Worker-12,3
google/gemma-3n-e4b-it:free,Probably Not,1,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:48.062134,Worker-7,3
google/gemma-3n-e4b-it:free,Probably Not,2,ERROR (HTTPError): 429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions,,2025-09-09T23:12:48.192900,Worker-4,3
